Retailer country,Order method type,Retailer type,Product line,Product type,Product,Year,Quarter,Revenue,Quantity,Gross margin
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shield,2014,Q2 2014,6888,1148,0.54
China,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2014,Q2 2014,4600,200,0.60869565
China,Web,Warehouse Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2014,Q2 2014,3255,93,0.59885714
China,Web,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2014,Q2 2014,750,125,0.52833333
China,Web,Warehouse Store,Outdoor Protection,First Aid,Aloe Relief,2014,Q2 2014,439.32,84,0.63288719
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Canteen,2014,Q2 2014,21563.61,1509,0.43177047
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2014,Q2 2014,40970.05,1793,0.30284464
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cup,2014,Q2 2014,21116.64,6068,0.75
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q2 2014,80357.2,2029,0.14744254
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2014,Q2 2014,115589.74,938,0.35437799
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Single Flame,2014,Q2 2014,171070.71,2697,0.26880025
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2014,Q2 2014,68341.32,474,0.4798169
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kettle,2014,Q2 2014,47313.52,3767,0.57484076
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2014,Q2 2014,55150.45,2963,0.46274237
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Lite,2014,Q2 2014,582634.34,1657,0.28900518
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Dome,2014,Q2 2014,477819.51,747,0.38091268
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 2,2014,Q2 2014,307081.5,555,0.2904934
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 3,2014,Q2 2014,472942.86,669,0.35779557
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2014,Q2 2014,114716.58,142,0.39346169
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Peg,2014,Q2 2014,7663.6,3910,0.48979592
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2014,Q2 2014,109726.38,1282,0.29898353
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2014,Q2 2014,219842.59,1543,0.39639539
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2014,Q2 2014,440034.36,1747,0.40447832
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q2 2014,260653.2,2288,0.54354675
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pad,2014,Q2 2014,40640.43,1517,0.38596491
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pillow,2014,Q2 2014,18107.4,1465,0.40533981
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2014,Q2 2014,93518.34,939,0.319719
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2014,Q2 2014,179045.04,2452,0.2810189
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2014,Q2 2014,157528,580,0.38637703
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2014,Q2 2014,253744.2,580,0.45397609
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Carryall,2014,Q2 2014,39803.1,570,0.41028211
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q2 2014,28902.72,1848,0.52046036
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 2,2014,Q2 2014,30877.65,1163,0.37212806
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 4,2014,Q2 2014,35023.9,1214,0.37608319
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2014,Q2 2014,37140.04,686,0.44052457
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Multi-light,2014,Q2 2014,16828.47,647,0.31641676
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2014,Q2 2014,48521.2,2015,0.37707641
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Kerosene,2014,Q2 2014,21025.6,680,0.35316947
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2014,Q2 2014,52833.52,818,0.37094216
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Natural,2014,Q2 2014,4164,694,0.69
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Spray,2014,Q2 2014,407.93,113,0.49307479
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Extreme,2014,Q2 2014,9453.08,1378,0.64723032
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Blocker,2014,Q2 2014,1515,303,0.61
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter Stick,2014,Q2 2014,1990,398,0.608
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 15,2014,Q2 2014,0,113,
China,Web,Outdoors Shop,Outdoor Protection,First Aid,Calamine Relief,2014,Q2 2014,438,73,0.52833333
China,Web,Outdoors Shop,Outdoor Protection,First Aid,Aloe Relief,2014,Q2 2014,590.99,113,0.63288719
China,Web,Outdoors Shop,Outdoor Protection,First Aid,Insect Bite Relief,2014,Q2 2014,996,166,0.54
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2014,Q3 2014,30880.58,4933,0.51916933
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q3 2014,114796,2200,0.32981985
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2014,Q3 2014,50895.54,353,0.4798169
United States,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,2014,Q3 2014,18367.8,23,0.38642625
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2014,Q3 2014,93892.23,1097,0.29898353
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2014,Q3 2014,180854.32,636,0.41391635
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2014,Q3 2014,164885.76,468,0.39449932
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Carryall,2014,Q3 2014,50487.09,723,0.41028211
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2014,Q3 2014,4219.86,159,0.33006782
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2014,Q3 2014,37475.22,1389,0.52594514
United States,Web,Department Store,Camping Equipment,Lanterns,Flicker Lantern,2014,Q3 2014,10784.28,312,0.54809779
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2014,Q3 2014,141136,160,0.49110078
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2014,Q3 2014,64275.97,127,0.4511865
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2014,Q3 2014,90368.99,107,0.50270552
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Cup,2014,Q3 2014,18299.34,5239,0.7509238
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2014,Q3 2014,140687.74,2218,0.26880025
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Dome,2014,Q3 2014,349367.75,565,0.35958599
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 2,2014,Q3 2014,614716.3,1111,0.2904934
United States,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q3 2014,84395.18,698,0.56992805
United States,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2014,Q3 2014,177179.1,1785,0.3426355
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2014,Q3 2014,9708,1618,0.69
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Spray,2014,Q3 2014,3822.36,636,0.69550749
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2014,Q3 2014,2583,369,0.73142857
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2014,Q3 2014,5894,842,0.66714286
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2014,Q3 2014,24486.28,3614,0.64282529
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Blocker,2014,Q3 2014,2710,542,0.61
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2014,Q3 2014,5615,1123,0.608
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shield,2014,Q3 2014,5430,905,0.54
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2014,Q3 2014,9361,814,0.2173913
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2014,Q3 2014,13387.5,765,0.19771429
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2014,Q3 2014,756,126,0.52833333
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Aloe Relief,2014,Q3 2014,496.85,95,0.63288719
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q3 2014,25623.08,476,0.35036225
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2014,Q3 2014,115220.05,935,0.35437799
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2014,Q3 2014,17746.8,920,0.48159668
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Lite,2014,Q3 2014,582985.96,1658,0.28900518
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2014,Q3 2014,117753.21,149,0.37997444
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Peg,2014,Q3 2014,6967.8,3555,0.48979592
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2014,Q3 2014,139342.45,975,0.39824511
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2014,Q3 2014,282105.6,1120,0.40447832
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q3 2014,107753.87,987,0.52369228
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pad,2014,Q3 2014,53743.44,1239,0.49604007
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2014,Q3 2014,177803.7,2435,0.2810189
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2014,Q3 2014,243244.44,556,0.45397609
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Cooler,2014,Q3 2014,16006.32,517,0.51550388
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Lite,2014,Q3 2014,12849.36,888,0.53351762
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q3 2014,43047.07,2712,0.52749397
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2014,Q3 2014,31169.86,574,0.44220282
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2014,Q3 2014,27840.9,795,0.46487721
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2014,Q3 2014,26613.9,413,0.36949526
United States,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2014,Q3 2014,32404.8,2580,0.57484076
United States,Sales visit,Department Store,Camping Equipment,Tents,Star Peg,2014,Q3 2014,5962.32,3042,0.48979592
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2014,Q3 2014,57307.6,211,0.38637703
United States,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly Lite,2014,Q3 2014,11344.48,784,0.53351762
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q3 2014,54575.55,1035,0.33681016
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kettle,2014,Q3 2014,12884.1,1005,0.58346334
United States,Sales visit,Outdoors Shop,Camping Equipment,Tents,Star Peg,2014,Q3 2014,2593.68,1284,0.5049505
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2014,Q3 2014,32096.25,375,0.29898353
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2014,Q3 2014,48028.36,336,0.39835547
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2014,Q3 2014,90928.68,361,0.40447832
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q3 2014,15081.1,158,0.45521215
United States,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2014,Q3 2014,69471.27,243,0.41704852
United States,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2014,Q3 2014,55314.24,157,0.39449932
United States,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2014,Q3 2014,79185.69,181,0.45397609
United States,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Carryall,2014,Q3 2014,63126.32,904,0.41028211
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,Firefly Lite,2014,Q3 2014,4386.69,297,0.54299255
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,Firefly 2,2014,Q3 2014,7554.12,276,0.39093898
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,Flicker Lantern,2014,Q3 2014,7084.34,206,0.5457982
United States,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Spray,2014,Q3 2014,1520.53,253,0.69550749
United States,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2014,Q3 2014,1064,152,0.73142857
United States,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Lotion,2014,Q3 2014,2345,335,0.66714286
United States,Sales visit,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Blocker,2014,Q3 2014,1160,232,0.61
United States,Sales visit,Outdoors Shop,Outdoor Protection,First Aid,Calamine Relief,2014,Q3 2014,312,52,0.52833333
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Cup,2014,Q3 2014,10899.36,3132,0.75
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2014,Q3 2014,95335.29,1503,0.26880025
China,Web,Warehouse Store,Camping Equipment,Tents,Star Dome,2014,Q3 2014,186123.35,301,0.35958599
China,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 2,2014,Q3 2014,320360.7,579,0.2904934
China,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q3 2014,81976.98,678,0.56992805
China,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2014,Q3 2014,78216.88,788,0.3426355
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shield,2014,Q3 2014,3246,541,0.54
China,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2014,Q3 2014,3565,310,0.2173913
China,Web,Warehouse Store,Outdoor Protection,First Aid,Insect Bite Relief,2014,Q3 2014,540,90,0.54
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Water Bag,2014,Q3 2014,45028.18,7193,0.51916933
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q3 2014,92984.76,1782,0.32981985
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kettle,2014,Q3 2014,47263.28,3763,0.57484076
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2014,Q3 2014,9979.2,528,0.47089947
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Lite,2014,Q3 2014,303448.06,863,0.28900518
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2014,Q3 2014,64803.78,82,0.37997444
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2014,Q3 2014,157425,625,0.40447832
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pad,2014,Q3 2014,29580.73,683,0.49526668
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2014,Q3 2014,99088.14,1357,0.2810189
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2014,Q3 2014,189545.07,663,0.41704852
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2014,Q3 2014,137371.86,314,0.45397609
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q3 2014,26838.24,1716,0.52046036
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2014,Q3 2014,19652.82,363,0.44052457
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2014,Q3 2014,16792.74,261,0.36851104
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Natural,2014,Q3 2014,3984,664,0.69
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Extreme,2014,Q3 2014,10166.52,1482,0.64723032
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter Stick,2014,Q3 2014,2300,460,0.608
China,Web,Outdoors Shop,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2014,Q3 2014,5092.5,291,0.19771429
